Yil,Ay,Gun,Saat,Bulut
Y2023,Ocak,D28,T1100,80.0
Y2023,Ocak,D28,T1200,100.0
Y2023,Ocak,D28,T1300,98.0
Y2023,Ocak,D28,T1400,88.0
Y2023,Ocak,D28,T1500,87.0
Y2023,Ocak,D28,T1600,81.0
Y2023,Ocak,D28,T1700,69.0
Y2023,Ocak,D28,T1800,64.0
Y2023,Ocak,D28,T1900,48.0
Y2023,Ocak,D28,T2000,56.0
Y2023,Ocak,D28,T2100,49.0
Y2023,Ocak,D28,T2200,42.0
Y2023,Ocak,D28,T2300,49.0
Y2023,Ocak,D29,T0000,38.0
Y2023,Ocak,D29,T0100,44.0
Y2023,Ocak,D29,T0200,58.0
Y2023,Ocak,D29,T0300,75.0
Y2023,Ocak,D29,T0400,54.0
Y2023,Ocak,D29,T0500,47.0
Y2023,Ocak,D29,T0600,37.0
Y2023,Ocak,D29,T0700,27.0
Y2023,Ocak,D29,T0800,20.0
Y2023,Ocak,D29,T0900,28.2
Y2023,Ocak,D29,T1000,76.0
Y2023,Ocak,D29,T1100,76.0
Y2023,Ocak,D29,T1200,75.0
Y2023,Ocak,D29,T1300,73.0
Y2023,Ocak,D29,T1400,74.0
Y2023,Ocak,D29,T1500,73.0
Y2023,Ocak,D29,T1600,69.0
Y2023,Ocak,D29,T1700,62.0
Y2023,Ocak,D29,T1800,58.0
Y2023,Ocak,D29,T1900,49.0
Y2023,Ocak,D29,T2000,40.0
Y2023,Ocak,D29,T2100,30.0
Y2023,Ocak,D29,T2200,21.0
Y2023,Ocak,D29,T2300,17.0
Y2023,Ocak,D30,T0000,24.0
Y2023,Ocak,D30,T0100,40.0
Y2023,Ocak,D30,T0200,40.0
Y2023,Ocak,D30,T0300,54.0
Y2023,Ocak,D30,T0400,53.0
Y2023,Ocak,D30,T0500,59.0
Y2023,Ocak,D30,T0600,55.0
Y2023,Ocak,D30,T0700,71.0
Y2023,Ocak,D30,T0800,91.0
Y2023,Ocak,D30,T0900,94.0
Y2023,Ocak,D30,T1000,93.0
Y2023,Ocak,D30,T1100,92.0
Y2023,Ocak,D30,T1200,89.0
Y2023,Ocak,D30,T1300,92.0
Y2023,Ocak,D30,T1400,99.0
Y2023,Ocak,D30,T1500,100.0
Y2023,Ocak,D30,T1600,93.0
Y2023,Ocak,D30,T1700,91.0
Y2023,Ocak,D30,T1800,96.0
Y2023,Ocak,D30,T1900,94.0
Y2023,Ocak,D30,T2000,81.0
Y2023,Ocak,D30,T2100,76.0
Y2023,Ocak,D30,T2200,85.0
Y2023,Ocak,D30,T2300,77.0
Y2023,Ocak,D31,T0000,78.0
Y2023,Ocak,D31,T0100,66.0
Y2023,Ocak,D31,T0200,64.0
Y2023,Ocak,D31,T0300,67.0
Y2023,Ocak,D31,T0400,62.0
Y2023,Ocak,D31,T0500,59.0
Y2023,Ocak,D31,T0600,64.0
Y2023,Ocak,D31,T0700,68.0
Y2023,Ocak,D31,T0800,61.0
Y2023,Ocak,D31,T0900,63.0
Y2023,Ocak,D31,T1000,93.0
Y2023,Ocak,D31,T1100,92.0
Y2023,Ocak,D31,T1200,91.0
Y2023,Ocak,D31,T1300,93.0
Y2023,Ocak,D31,T1400,96.0
Y2023,Ocak,D31,T1500,87.0
Y2023,Ocak,D31,T1600,99.0
Y2023,Ocak,D31,T1700,93.0
Y2023,Ocak,D31,T1800,82.0
Y2023,Ocak,D31,T1900,90.0
Y2023,Ocak,D31,T2000,87.0
Y2023,Ocak,D31,T2100,94.0
Y2023,Ocak,D31,T2200,77.0
Y2023,Ocak,D31,T2300,86.0
Y2023,Şubat,D01,T0000,81.0
Y2023,Şubat,D01,T0100,88.0
Y2023,Şubat,D01,T0200,89.0
Y2023,Şubat,D01,T0300,87.0
Y2023,Şubat,D01,T0400,93.0
Y2023,Şubat,D01,T0500,93.0
Y2023,Şubat,D01,T0600,97.0
Y2023,Şubat,D01,T0700,97.0
Y2023,Şubat,D01,T0800,92.0
Y2023,Şubat,D01,T0900,88.0
Y2023,Şubat,D01,T1000,82.0
Y2023,Şubat,D01,T1100,71.0
Y2023,Şubat,D01,T1200,75.0
Y2023,Şubat,D01,T1300,84.0
Y2023,Şubat,D01,T1400,91.0
Y2023,Şubat,D01,T1500,78.0
Y2023,Şubat,D01,T1600,89.0
Y2023,Şubat,D01,T1700,78.0
Y2023,Şubat,D01,T1800,77.0
Y2023,Şubat,D01,T1900,88.0
Y2023,Şubat,D01,T2000,87.0
Y2023,Şubat,D01,T2100,91.0
Y2023,Şubat,D01,T2200,99.0
Y2023,Şubat,D01,T2300,93.0
Y2023,Şubat,D02,T0000,84.0
Y2023,Şubat,D02,T0100,89.0
Y2023,Şubat,D02,T0200,89.0
Y2023,Şubat,D02,T0300,90.0
Y2023,Şubat,D02,T0400,92.0
Y2023,Şubat,D02,T0500,98.0
Y2023,Şubat,D02,T0600,90.0
Y2023,Şubat,D02,T0700,97.0
Y2023,Şubat,D02,T0800,99.0
Y2023,Şubat,D02,T0900,99.0
Y2023,Şubat,D02,T1000,90.0
Y2023,Şubat,D02,T1100,93.0
Y2023,Şubat,D02,T1200,96.0
Y2023,Şubat,D02,T1300,89.0
Y2023,Şubat,D02,T1400,77.0
Y2023,Şubat,D02,T1500,76.0
Y2023,Şubat,D02,T1600,82.0
Y2023,Şubat,D02,T1700,74.0
Y2023,Şubat,D02,T1800,69.0
Y2023,Şubat,D02,T1900,71.0
Y2023,Şubat,D02,T2000,76.0
Y2023,Şubat,D02,T2100,70.0
Y2023,Şubat,D02,T2200,64.0
Y2023,Şubat,D02,T2300,74.0
Y2023,Şubat,D03,T0000,91.0
Y2023,Şubat,D03,T0100,100.0
Y2023,Şubat,D03,T0200,98.0
Y2023,Şubat,D03,T0300,99.0
Y2023,Şubat,D03,T0400,95.0
Y2023,Şubat,D03,T0500,87.0
Y2023,Şubat,D03,T0600,87.0
Y2023,Şubat,D03,T0700,80.0
Y2023,Şubat,D03,T0800,62.0
Y2023,Şubat,D03,T0900,62.0
Y2023,Şubat,D03,T1000,66.0
Y2023,Şubat,D03,T1100,72.0
Y2023,Şubat,D03,T1200,85.0
Y2023,Şubat,D03,T1300,90.0
Y2023,Şubat,D03,T1400,93.0
Y2023,Şubat,D03,T1500,82.0
Y2023,Şubat,D03,T1600,85.0
Y2023,Şubat,D03,T1700,81.0
Y2023,Şubat,D03,T1800,87.0
Y2023,Şubat,D03,T1900,97.0
Y2023,Şubat,D03,T2000,98.0
Y2023,Şubat,D03,T2100,100.0
Y2023,Şubat,D03,T2200,100.0
Y2023,Şubat,D03,T2300,100.0
Y2023,Şubat,D04,T0000,100.0
Y2023,Şubat,D04,T0100,100.0
Y2023,Şubat,D04,T0200,98.0
Y2023,Şubat,D04,T0300,99.0
Y2023,Şubat,D04,T0400,100.0
Y2023,Şubat,D04,T0500,100.0
Y2023,Şubat,D04,T0600,100.0
Y2023,Şubat,D04,T0700,100.0
Y2023,Şubat,D04,T0800,100.0
Y2023,Şubat,D04,T0900,99.0
Y2023,Şubat,D04,T1000,99.0
Y2023,Şubat,D04,T1100,99.0
Y2023,Şubat,D04,T1200,80.0
Y2023,Şubat,D04,T1300,91.0
Y2023,Şubat,D04,T1400,86.0
Y2023,Şubat,D04,T1500,84.0
Y2023,Şubat,D04,T1600,85.0
Y2023,Şubat,D04,T1700,91.0
Y2023,Şubat,D04,T1800,69.0
Y2023,Şubat,D04,T1900,54.0
Y2023,Şubat,D04,T2000,50.0
Y2023,Şubat,D04,T2100,67.0
Y2023,Şubat,D04,T2200,69.0
Y2023,Şubat,D04,T2300,64.0
Y2023,Şubat,D05,T0000,52.0
Y2023,Şubat,D05,T0100,85.0
Y2023,Şubat,D05,T0200,87.0
Y2023,Şubat,D05,T0300,78.0
Y2023,Şubat,D05,T0400,83.0
Y2023,Şubat,D05,T0500,85.0
Y2023,Şubat,D05,T0600,94.0
Y2023,Şubat,D05,T0700,96.0
Y2023,Şubat,D05,T0800,87.0
Y2023,Şubat,D05,T0900,65.0
Y2023,Şubat,D05,T1000,93.0
Y2023,Şubat,D05,T1100,93.0
Y2023,Şubat,D05,T1200,95.0
Y2023,Şubat,D05,T1300,100.0
Y2023,Şubat,D05,T1400,100.0
Y2023,Şubat,D05,T1500,97.0
Y2023,Şubat,D05,T1600,93.0
Y2023,Şubat,D05,T1700,100.0
Y2023,Şubat,D05,T1800,100.0
Y2023,Şubat,D05,T1900,100.0
Y2023,Şubat,D05,T2000,100.0
Y2023,Şubat,D05,T2100,100.0
Y2023,Şubat,D05,T2200,64.0
Y2023,Şubat,D05,T2300,63.0
Y2023,Şubat,D06,T0000,78.0
Y2023,Şubat,D06,T0100,79.0
Y2023,Şubat,D06,T0200,69.0
Y2023,Şubat,D06,T0300,88.0
Y2023,Şubat,D06,T0400,84.0
Y2023,Şubat,D06,T0500,86.0
Y2023,Şubat,D06,T0600,79.0
Y2023,Şubat,D06,T0700,71.0
Y2023,Şubat,D06,T0800,84.0
Y2023,Şubat,D06,T0900,81.0
Y2023,Şubat,D06,T1000,77.0
Y2023,Şubat,D06,T1100,91.0
Y2023,Şubat,D06,T1200,90.0
Y2023,Şubat,D06,T1300,94.0
Y2023,Şubat,D06,T1400,95.0
Y2023,Şubat,D06,T1500,88.0
Y2023,Şubat,D06,T1600,76.0
Y2023,Şubat,D06,T1700,64.0
Y2023,Şubat,D06,T1800,71.0
Y2023,Şubat,D06,T1900,73.0
Y2023,Şubat,D06,T2000,48.0
Y2023,Şubat,D06,T2100,61.0
Y2023,Şubat,D06,T2200,43.0
Y2023,Şubat,D06,T2300,19.0
Y2023,Şubat,D07,T0000,22.0
Y2023,Şubat,D07,T0100,25.0
Y2023,Şubat,D07,T0200,15.0
Y2023,Şubat,D07,T0300,12.0
Y2023,Şubat,D07,T0400,11.0
Y2023,Şubat,D07,T0500,2.0
Y2023,Şubat,D07,T0600,0.0
Y2023,Şubat,D07,T0700,0.0
Y2023,Şubat,D07,T0800,0.0
Y2023,Şubat,D07,T0900,0.0
Y2023,Şubat,D07,T1000,0.0
Y2023,Şubat,D07,T1100,0.0
Y2023,Şubat,D07,T1200,0.0
Y2023,Şubat,D07,T1300,0.0
Y2023,Şubat,D07,T1400,0.0
Y2023,Şubat,D07,T1500,0.0
Y2023,Şubat,D07,T1600,0.0
Y2023,Şubat,D07,T1700,0.0
Y2023,Şubat,D07,T1800,0.0
Y2023,Şubat,D07,T1900,0.0
Y2023,Şubat,D07,T2000,0.0
Y2023,Şubat,D07,T2100,0.0
Y2023,Şubat,D07,T2200,0.0
Y2023,Şubat,D07,T2300,0.0
Y2023,Şubat,D08,T0000,0.0
Y2023,Şubat,D08,T0100,0.0
Y2023,Şubat,D08,T0200,0.0
Y2023,Şubat,D08,T0300,0.0
Y2023,Şubat,D08,T0400,0.0
Y2023,Şubat,D08,T0500,0.0
Y2023,Şubat,D08,T0600,0.0
Y2023,Şubat,D08,T0700,0.0
Y2023,Şubat,D08,T0800,0.0
Y2023,Şubat,D08,T0900,0.0
Y2023,Şubat,D08,T1000,0.0
Y2023,Şubat,D08,T1100,0.0
Y2023,Şubat,D08,T1200,0.0
Y2023,Şubat,D08,T1300,0.0
Y2023,Şubat,D08,T1400,0.0
Y2023,Şubat,D08,T1500,0.0
Y2023,Şubat,D08,T1600,0.0
Y2023,Şubat,D08,T1700,0.0
Y2023,Şubat,D08,T1800,0.0
Y2023,Şubat,D08,T1900,2.0
Y2023,Şubat,D08,T2000,0.0
Y2023,Şubat,D08,T2100,0.0
Y2023,Şubat,D08,T2200,0.0
Y2023,Şubat,D08,T2300,1.0
Y2023,Şubat,D09,T0000,0.0
Y2023,Şubat,D09,T0100,1.0
Y2023,Şubat,D09,T0200,1.0
Y2023,Şubat,D09,T0300,0.0
Y2023,Şubat,D09,T0400,2.0
Y2023,Şubat,D09,T0500,2.0
Y2023,Şubat,D09,T0600,4.0
Y2023,Şubat,D09,T0700,4.0
Y2023,Şubat,D09,T0800,0.0
Y2023,Şubat,D09,T0900,1.0
Y2023,Şubat,D09,T1000,0.0
Y2023,Şubat,D09,T1100,0.0
Y2023,Şubat,D09,T1200,0.0
Y2023,Şubat,D09,T1300,0.0
Y2023,Şubat,D09,T1400,0.3
Y2023,Şubat,D09,T1500,0.0
Y2023,Şubat,D09,T1600,0.6
Y2023,Şubat,D09,T1700,8.700001
Y2023,Şubat,D09,T1800,10.8
Y2023,Şubat,D09,T1900,3.0
Y2023,Şubat,D09,T2000,0.3
Y2023,Şubat,D09,T2100,2.7
Y2023,Şubat,D09,T2200,9.3
Y2023,Şubat,D09,T2300,4.5
Y2023,Şubat,D10,T0000,1.0
Y2023,Şubat,D10,T0100,0.3
Y2023,Şubat,D10,T0200,3.0
Y2023,Şubat,D10,T0300,0.0
Y2023,Şubat,D10,T0400,0.0
Y2023,Şubat,D10,T0500,0.0
Y2023,Şubat,D10,T0600,1.0
Y2023,Şubat,D10,T0700,0.0
Y2023,Şubat,D10,T0800,1.0
Y2023,Şubat,D10,T0900,1.0
Y2023,Şubat,D10,T1000,1.2
Y2023,Şubat,D10,T1100,10.200001
Y2023,Şubat,D10,T1200,12.0
Y2023,Şubat,D10,T1300,10.0
Y2023,Şubat,D10,T1400,4.0
Y2023,Şubat,D10,T1500,0.3
Y2023,Şubat,D10,T1600,0.3
Y2023,Şubat,D10,T1700,3.6000001
Y2023,Şubat,D10,T1800,12.6
Y2023,Şubat,D10,T1900,6.9
Y2023,Şubat,D10,T2000,0.90000004
Y2023,Şubat,D10,T2100,0.0
Y2023,Şubat,D10,T2200,0.0
Y2023,Şubat,D10,T2300,0.0
Y2023,Şubat,D11,T0000,0.0
Y2023,Şubat,D11,T0100,0.0
Y2023,Şubat,D11,T0200,0.0
Y2023,Şubat,D11,T0300,4.5
Y2023,Şubat,D11,T0400,23.1
Y2023,Şubat,D11,T0500,38.0
Y2023,Şubat,D11,T0600,68.0
Y2023,Şubat,D11,T0700,21.0
Y2023,Şubat,D11,T0800,19.0
Y2023,Şubat,D11,T0900,22.0
Y2023,Şubat,D11,T1000,30.0
Y2023,Şubat,D11,T1100,32.0
Y2023,Şubat,D11,T1200,17.0
Y2023,Şubat,D11,T1300,17.400002
Y2023,Şubat,D11,T1400,22.5
Y2023,Şubat,D11,T1500,2.7
Y2023,Şubat,D11,T1600,11.400001
Y2023,Şubat,D11,T1700,13.500001
Y2023,Şubat,D11,T1800,9.900001
Y2023,Şubat,D11,T1900,1.5
Y2023,Şubat,D11,T2000,0.0
Y2023,Şubat,D11,T2100,1.0
Y2023,Şubat,D11,T2200,1.2
Y2023,Şubat,D11,T2300,3.0
Y2023,Şubat,D12,T0000,3.0
Y2023,Şubat,D12,T0100,6.0
Y2023,Şubat,D12,T0200,9.0
Y2023,Şubat,D12,T0300,8.0
Y2023,Şubat,D12,T0400,10.0
Y2023,Şubat,D12,T0500,12.0
Y2023,Şubat,D12,T0600,12.0
Y2023,Şubat,D12,T0700,14.0
Y2023,Şubat,D12,T0800,15.0
Y2023,Şubat,D12,T0900,14.0
Y2023,Şubat,D12,T1000,12.0
Y2023,Şubat,D12,T1100,6.0
Y2023,Şubat,D12,T1200,2.0
Y2023,Şubat,D12,T1300,2.0
Y2023,Şubat,D12,T1400,2.0
Y2023,Şubat,D12,T1500,3.0
Y2023,Şubat,D12,T1600,0.0
Y2023,Şubat,D12,T1700,1.0
Y2023,Şubat,D12,T1800,1.0
Y2023,Şubat,D12,T1900,0.0
Y2023,Şubat,D12,T2000,0.0
Y2023,Şubat,D12,T2100,0.0
Y2023,Şubat,D12,T2200,7.0
Y2023,Şubat,D12,T2300,44.0
Y2023,Şubat,D13,T0000,57.0
Y2023,Şubat,D13,T0100,61.0
Y2023,Şubat,D13,T0200,68.0
Y2023,Şubat,D13,T0300,77.0
Y2023,Şubat,D13,T0400,71.0
Y2023,Şubat,D13,T0500,62.0
Y2023,Şubat,D13,T0600,66.0
Y2023,Şubat,D13,T0700,34.0
Y2023,Şubat,D13,T0800,72.0
Y2023,Şubat,D13,T0900,34.0
Y2023,Şubat,D13,T1000,43.0
Y2023,Şubat,D13,T1100,20.0
Y2023,Şubat,D13,T1200,9.0
Y2023,Şubat,D13,T1300,6.0
Y2023,Şubat,D13,T1400,5.0
Y2023,Şubat,D13,T1500,3.0
Y2023,Şubat,D13,T1600,2.0
Y2023,Şubat,D13,T1700,1.0
Y2023,Şubat,D13,T1800,1.0
Y2023,Şubat,D13,T1900,3.0
Y2023,Şubat,D13,T2000,1.0
Y2023,Şubat,D13,T2100,0.0
Y2023,Şubat,D13,T2200,1.0
Y2023,Şubat,D13,T2300,4.0
Y2023,Şubat,D14,T0000,26.0
Y2023,Şubat,D14,T0100,63.0
Y2023,Şubat,D14,T0200,65.0
Y2023,Şubat,D14,T0300,64.0
Y2023,Şubat,D14,T0400,54.0
Y2023,Şubat,D14,T0500,49.0
Y2023,Şubat,D14,T0600,24.0
Y2023,Şubat,D14,T0700,10.0
Y2023,Şubat,D14,T0800,7.0
Y2023,Şubat,D14,T0900,8.0
Y2023,Şubat,D14,T1000,29.0
Y2023,Şubat,D14,T1100,2.0
Y2023,Şubat,D14,T1200,2.0
Y2023,Şubat,D14,T1300,1.0
Y2023,Şubat,D14,T1400,0.0
Y2023,Şubat,D14,T1500,0.0
Y2023,Şubat,D14,T1600,0.0
Y2023,Şubat,D14,T1700,0.0
Y2023,Şubat,D14,T1800,0.0
Y2023,Şubat,D14,T1900,0.0
Y2023,Şubat,D14,T2000,0.0
Y2023,Şubat,D14,T2100,0.0
Y2023,Şubat,D14,T2200,1.0
Y2023,Şubat,D14,T2300,6.0
Y2023,Şubat,D15,T0000,5.0
Y2023,Şubat,D15,T0100,4.0
Y2023,Şubat,D15,T0200,4.0
Y2023,Şubat,D15,T0300,5.0
Y2023,Şubat,D15,T0400,4.0
Y2023,Şubat,D15,T0500,6.0
Y2023,Şubat,D15,T0600,5.0
Y2023,Şubat,D15,T0700,6.0
Y2023,Şubat,D15,T0800,4.0
Y2023,Şubat,D15,T0900,2.0
Y2023,Şubat,D15,T1000,0.0
Y2023,Şubat,D15,T1100,1.0
Y2023,Şubat,D15,T1200,0.0
Y2023,Şubat,D15,T1300,0.0
Y2023,Şubat,D15,T1400,0.0
Y2023,Şubat,D15,T1500,0.6
Y2023,Şubat,D15,T1600,8.400001
Y2023,Şubat,D15,T1700,18.0
Y2023,Şubat,D15,T1800,27.6
Y2023,Şubat,D15,T1900,27.6
Y2023,Şubat,D15,T2000,28.2
Y2023,Şubat,D15,T2100,27.900002
Y2023,Şubat,D15,T2200,28.800001
Y2023,Şubat,D15,T2300,28.2
Y2023,Şubat,D16,T0000,24.0
Y2023,Şubat,D16,T0100,24.6
Y2023,Şubat,D16,T0200,22.5
Y2023,Şubat,D16,T0300,19.800001
Y2023,Şubat,D16,T0400,6.6000004
Y2023,Şubat,D16,T0500,10.5
Y2023,Şubat,D16,T0600,3.6000001
Y2023,Şubat,D16,T0700,0.0
Y2023,Şubat,D16,T0800,1.2
Y2023,Şubat,D16,T0900,6.6000004
Y2023,Şubat,D16,T1000,8.700001
Y2023,Şubat,D16,T1100,9.3
Y2023,Şubat,D16,T1200,11.700001
Y2023,Şubat,D16,T1300,40.0
Y2023,Şubat,D16,T1400,75.0
Y2023,Şubat,D16,T1500,75.0
Y2023,Şubat,D16,T1600,28.0
Y2023,Şubat,D16,T1700,39.0
Y2023,Şubat,D16,T1800,70.0
Y2023,Şubat,D16,T1900,79.0
Y2023,Şubat,D16,T2000,88.0
Y2023,Şubat,D16,T2100,88.0
Y2023,Şubat,D16,T2200,90.0
Y2023,Şubat,D16,T2300,97.0
Y2023,Şubat,D17,T0000,99.0
Y2023,Şubat,D17,T0100,99.0
Y2023,Şubat,D17,T0200,97.0
Y2023,Şubat,D17,T0300,100.0
Y2023,Şubat,D17,T0400,100.0
Y2023,Şubat,D17,T0500,99.0
Y2023,Şubat,D17,T0600,98.0
Y2023,Şubat,D17,T0700,98.0
Y2023,Şubat,D17,T0800,100.0
Y2023,Şubat,D17,T0900,99.0
Y2023,Şubat,D17,T1000,91.0
Y2023,Şubat,D17,T1100,90.0
Y2023,Şubat,D17,T1200,91.0
Y2023,Şubat,D17,T1300,85.0
Y2023,Şubat,D17,T1400,86.0
Y2023,Şubat,D17,T1500,87.0
Y2023,Şubat,D17,T1600,71.0
Y2023,Şubat,D17,T1700,67.0
Y2023,Şubat,D17,T1800,74.0
Y2023,Şubat,D17,T1900,80.0
Y2023,Şubat,D17,T2000,83.0
Y2023,Şubat,D17,T2100,100.0
Y2023,Şubat,D17,T2200,86.0
Y2023,Şubat,D17,T2300,94.0
Y2023,Şubat,D18,T0000,98.0
Y2023,Şubat,D18,T0100,100.0
Y2023,Şubat,D18,T0200,97.0
Y2023,Şubat,D18,T0300,95.0
Y2023,Şubat,D18,T0400,98.0
Y2023,Şubat,D18,T0500,94.0
Y2023,Şubat,D18,T0600,83.0
Y2023,Şubat,D18,T0700,81.0
Y2023,Şubat,D18,T0800,93.0
Y2023,Şubat,D18,T0900,94.0
Y2023,Şubat,D18,T1000,94.0
Y2023,Şubat,D18,T1100,74.0
Y2023,Şubat,D18,T1200,77.0
Y2023,Şubat,D18,T1300,76.0
Y2023,Şubat,D18,T1400,67.0
Y2023,Şubat,D18,T1500,74.0
Y2023,Şubat,D18,T1600,54.0
Y2023,Şubat,D18,T1700,55.0
Y2023,Şubat,D18,T1800,49.0
Y2023,Şubat,D18,T1900,55.0
Y2023,Şubat,D18,T2000,65.0
Y2023,Şubat,D18,T2100,80.0
Y2023,Şubat,D18,T2200,73.0
Y2023,Şubat,D18,T2300,73.0
Y2023,Şubat,D19,T0000,78.0
Y2023,Şubat,D19,T0100,69.0
Y2023,Şubat,D19,T0200,62.0
Y2023,Şubat,D19,T0300,67.0
Y2023,Şubat,D19,T0400,84.0
Y2023,Şubat,D19,T0500,92.0
Y2023,Şubat,D19,T0600,100.0
Y2023,Şubat,D19,T0700,100.0
Y2023,Şubat,D19,T0800,100.0
Y2023,Şubat,D19,T0900,90.0
Y2023,Şubat,D19,T1000,97.0
Y2023,Şubat,D19,T1100,99.0
Y2023,Şubat,D19,T1200,100.0
Y2023,Şubat,D19,T1300,91.0
Y2023,Şubat,D19,T1400,87.0
Y2023,Şubat,D19,T1500,90.0
Y2023,Şubat,D19,T1600,84.0
Y2023,Şubat,D19,T1700,81.0
Y2023,Şubat,D19,T1800,74.0
Y2023,Şubat,D19,T1900,76.0
Y2023,Şubat,D19,T2000,65.0
Y2023,Şubat,D19,T2100,54.0
Y2023,Şubat,D19,T2200,42.0
Y2023,Şubat,D19,T2300,32.0
Y2023,Şubat,D20,T0000,30.0
Y2023,Şubat,D20,T0100,41.0
Y2023,Şubat,D20,T0200,28.0
Y2023,Şubat,D20,T0300,28.0
Y2023,Şubat,D20,T0400,22.0
Y2023,Şubat,D20,T0500,22.0
Y2023,Şubat,D20,T0600,13.8
Y2023,Şubat,D20,T0700,40.0
Y2023,Şubat,D20,T0800,32.0
Y2023,Şubat,D20,T0900,17.400002
Y2023,Şubat,D20,T1000,18.300001
Y2023,Şubat,D20,T1100,15.000001
Y2023,Şubat,D20,T1200,4.5
Y2023,Şubat,D20,T1300,6.6000004
Y2023,Şubat,D20,T1400,10.8
Y2023,Şubat,D20,T1500,9.3
Y2023,Şubat,D20,T1600,10.8
Y2023,Şubat,D20,T1700,7.5000005
Y2023,Şubat,D20,T1800,11.1
Y2023,Şubat,D20,T1900,10.8
Y2023,Şubat,D20,T2000,5.4
Y2023,Şubat,D20,T2100,3.0
Y2023,Şubat,D20,T2200,0.0
Y2023,Şubat,D20,T2300,0.0
Y2023,Şubat,D21,T0000,0.0
Y2023,Şubat,D21,T0100,0.0
Y2023,Şubat,D21,T0200,0.0
Y2023,Şubat,D21,T0300,1.2
Y2023,Şubat,D21,T0400,5.1000004
Y2023,Şubat,D21,T0500,1.2
Y2023,Şubat,D21,T0600,2.0
Y2023,Şubat,D21,T0700,1.0
Y2023,Şubat,D21,T0800,0.0
Y2023,Şubat,D21,T0900,0.0
Y2023,Şubat,D21,T1000,0.0
Y2023,Şubat,D21,T1100,0.0
Y2023,Şubat,D21,T1200,0.0
Y2023,Şubat,D21,T1300,0.90000004
Y2023,Şubat,D21,T1400,0.6
Y2023,Şubat,D21,T1500,0.90000004
Y2023,Şubat,D21,T1600,1.5
Y2023,Şubat,D21,T1700,6.6000004
Y2023,Şubat,D21,T1800,16.5
Y2023,Şubat,D21,T1900,20.1
Y2023,Şubat,D21,T2000,22.800001
Y2023,Şubat,D21,T2100,28.500002
Y2023,Şubat,D21,T2200,28.800001
Y2023,Şubat,D21,T2300,28.500002
Y2023,Şubat,D22,T0000,27.6
Y2023,Şubat,D22,T0100,34.0
Y2023,Şubat,D22,T0200,26.1
Y2023,Şubat,D22,T0300,26.0
Y2023,Şubat,D22,T0400,56.0
Y2023,Şubat,D22,T0500,65.0
Y2023,Şubat,D22,T0600,76.0
Y2023,Şubat,D22,T0700,66.0
Y2023,Şubat,D22,T0800,64.0
Y2023,Şubat,D22,T0900,20.7
Y2023,Şubat,D22,T1000,29.0
Y2023,Şubat,D22,T1100,30.0
Y2023,Şubat,D22,T1200,48.0
Y2023,Şubat,D22,T1300,66.0
Y2023,Şubat,D22,T1400,96.0
Y2023,Şubat,D22,T1500,98.0
Y2023,Şubat,D22,T1600,94.0
Y2023,Şubat,D22,T1700,99.0
Y2023,Şubat,D22,T1800,98.0
Y2023,Şubat,D22,T1900,94.0
Y2023,Şubat,D22,T2000,90.0
Y2023,Şubat,D22,T2100,94.0
Y2023,Şubat,D22,T2200,83.0
Y2023,Şubat,D22,T2300,74.0
Y2023,Şubat,D23,T0000,63.0
Y2023,Şubat,D23,T0100,46.0
Y2023,Şubat,D23,T0200,46.0
Y2023,Şubat,D23,T0300,56.0
Y2023,Şubat,D23,T0400,83.0
Y2023,Şubat,D23,T0500,88.0
Y2023,Şubat,D23,T0600,93.0
Y2023,Şubat,D23,T0700,90.0
Y2023,Şubat,D23,T0800,68.0
Y2023,Şubat,D23,T0900,41.0
Y2023,Şubat,D23,T1000,17.0
Y2023,Şubat,D23,T1100,22.0
Y2023,Şubat,D23,T1200,18.0
Y2023,Şubat,D23,T1300,20.0
Y2023,Şubat,D23,T1400,19.0
Y2023,Şubat,D23,T1500,24.0
Y2023,Şubat,D23,T1600,45.0
Y2023,Şubat,D23,T1700,44.0
Y2023,Şubat,D23,T1800,57.0
Y2023,Şubat,D23,T1900,63.0
Y2023,Şubat,D23,T2000,61.0
Y2023,Şubat,D23,T2100,23.0
Y2023,Şubat,D23,T2200,43.0
Y2023,Şubat,D23,T2300,40.0
Y2023,Şubat,D24,T0000,66.0
Y2023,Şubat,D24,T0100,81.0
Y2023,Şubat,D24,T0200,71.0
Y2023,Şubat,D24,T0300,67.0
Y2023,Şubat,D24,T0400,74.0
Y2023,Şubat,D24,T0500,71.0
Y2023,Şubat,D24,T0600,58.0
Y2023,Şubat,D24,T0700,44.0
Y2023,Şubat,D24,T0800,39.0
Y2023,Şubat,D24,T0900,32.0
Y2023,Şubat,D24,T1000,29.0
Y2023,Şubat,D24,T1100,58.0
Y2023,Şubat,D24,T1200,50.0
Y2023,Şubat,D24,T1300,41.0
Y2023,Şubat,D24,T1400,20.0
Y2023,Şubat,D24,T1500,22.0
Y2023,Şubat,D24,T1600,42.0
Y2023,Şubat,D24,T1700,30.0
Y2023,Şubat,D24,T1800,30.0
Y2023,Şubat,D24,T1900,56.0
Y2023,Şubat,D24,T2000,75.0
Y2023,Şubat,D24,T2100,99.0
Y2023,Şubat,D24,T2200,94.0
Y2023,Şubat,D24,T2300,90.0
Y2023,Şubat,D25,T0000,92.0
Y2023,Şubat,D25,T0100,94.0
